'CODPRO','REFPRO','NOMPRO','PERAVI','PERPRA','DATCAD','DATEXP','INATIV'
1136,'ALPC60011','BATERIA 9V CX/24 REF:ALPC60011','35,00','55,00','17/11/2012 10:11:25','06/03/2013 15:21:24','N'
882,,'CANETINHA GEL C/12 SEM TROCA','68,75','112,50','24/09/2012 09:53:40','07/02/2013 01:15:08','N'
883,'ST-855','GARRAFA TERM. C/ 2 CANECAS REF:ST-855','206,54','206,54','24/09/2012 10:53:39','07/02/2013 01:15:08','N'
211,'EDX-7245A','RADIO AM/FM EUROSUN MOS G1477-1 REF:EDX-7245A','35,00','55,00','12/06/2012 11:32:13','06/03/2013 11:23:19','N'
963,200118,'BASTAO BRASILEIRINHA 11,2X30CM 500G. REF:200118','42,42','60,00','03/10/2012 10:39:08','07/03/2013 10:24:01','N'
928,'AMD9262','PETISQUEIRA BRANCAREF:AMD9262','35,00','55,00','25/09/2012 14:32:47','07/03/2013 11:03:04','N'
1207,90881,'PASSARO MUSICAL 90881','39,90','39,90','03/12/2012 14:49:56','07/02/2013 01:15:08','N'
191,'CARRINHO 666','PECAS REP. PECAS REPO BATE REF:CARRINHO 666 CX-50PCS','0,00','0,00','22/08/2011 16:18:18','07/02/2013 01:15:08','N'
212,'EDX-7247A','RADIO AM/FM EUROSUN.7247A','35,00','55,00','12/06/2012 11:36:19','06/03/2013 11:42:27','N'
192,'CARRINHOS 333','PECAS REP. PECAS REPO BATE REF:CARRINHOS 333 CX-40PCS','0,00','0,00','22/08/2011 16:19:08','07/02/2013 01:15:08','N'
193,9914,'BRINQ.  SKATE DEDO REF:9914','56,29','56,29','14/09/2011 11:15:29','07/02/2013 01:15:08','N'
194,9941,'BRINQ. PISTA SKATE DEDO REF:9941','55,45','55,45','14/09/2011 11:17:41','07/02/2013 01:15:08','N'
195,9942,'BRINQ. PISTA SKATE DEDO REF:9942','55,45','55,45','14/09/2011 11:18:35','07/02/2013 01:15:08','N'
196,9943,'BRINQ. PISTA SKATE DEDO REF:9943','55,45','55,45','14/09/2011 11:19:25','07/02/2013 01:15:08','N'
197,9944,'BRINQ. PISTA SKATE DEDO REF:9944','55,45','55,45','14/09/2011 11:20:03','07/02/2013 01:15:08','N'
198,9954,'BRINQ. PISTA SKATE DEDO REF:9954','55,35','55,35','14/09/2011 11:31:40','07/02/2013 01:15:08','N'
199,'9957-9959','BRINQ. PISTA SKATE DEDO REF:9957-9959','35,00','35,00','14/09/2011 11:32:42','07/02/2013 01:15:08','N'
200,9956,'BRINQ. PISTA SKATE DEDO REF:9956','56,94','57,17','14/09/2011 11:33:34','07/02/2013 01:15:08','N'
201,'TS4127E','BRINQUEDO TRICICLO INFANT REF:TS4127E','20,99','49,89','14/09/2011 14:44:27','07/02/2013 01:15:08','N'
213,'EDX-7246A','RADIO AM/FM EUROSUN MOS-G1477-2 REF:EDX-7246A','35,00','55,00','12/06/2012 11:38:54','06/03/2013 11:42:09','N'
202,88631,'BRINQ. ACE ART RUN RUN REF:88631','55,21','55,21','20/10/2011 11:44:54','07/02/2013 01:15:08','N'
214,'EDX-166','LANTERNA CHAVEIRO EUROSUN  REF:EDX-166','35,00','55,00','12/06/2012 11:42:55','06/03/2013 11:17:00','N'
203,88631,'ACESS.ART. RUN RUN PARK','55,21','55,21','20/10/2011 11:45:45','07/02/2013 01:15:08','N'
240,'EDX-204','ESPREMEDOR DE SUCO 0,75 LTR. REF:EDX-204 220W','40,00','60,00','19/06/2012 09:29:24','06/03/2013 11:31:06','N'
204,88612,'BRINQ. ACE ART RUN RUN REF:88612','55,13','55,13','20/10/2011 11:46:14','07/02/2013 01:15:08','N'
205,88611,'BRINQ. ACE ART RUN RUN REF:88611','55,13','55,13','20/10/2011 11:46:38','07/02/2013 01:15:08','N'
206,88614,'BRINQ. ACE ART RUN RUN REF:88614','34,20','34,20','20/10/2011 11:47:29','07/02/2013 01:15:08','N'
207,88613,'BRINQ. ACE ART RUN RUN REF:88613','55,08','55,08','20/10/2011 11:47:57','07/02/2013 01:15:08','N'
208,88615,'BRINQ. ACE ART RUN RUN REF:88615','62,91','62,91','20/10/2011 11:48:22','07/02/2013 01:15:08','N'
209,88644,'BRINQ. MUSIC RUN PARK 1 MOUS REF:88644','31,96','31,96','20/10/2011 11:49:53','07/02/2013 01:15:08','N'
215,'EDX-169','LANTERNA EUROSUN  REF:EDX-169','35,00','55,00','12/06/2012 11:46:18','06/03/2013 11:17:16','N'
964,200115,'BASTAO BRASILEIRINHA 7,5X30CM 1KG.REF:200115','38,06','60,00','03/10/2012 10:46:29','07/03/2013 10:24:11','N'
216,'EDX-168','LANTERNA SOLAR EUROSUN  REF:EDX-168','35,00','55,00','12/06/2012 11:51:19','06/03/2013 11:18:04','N'
217,'EDX-146','LANTRNA REC. LED EUROSUN  REF:EDX-146','35,00','55,00','12/06/2012 11:55:16','06/03/2013 11:18:48','N'
218,'EDX-171','LANTERNA SOLAR EUROSUN  REF:EDX-171','35,00','55,00','12/06/2012 11:58:22','06/03/2013 11:18:19','N'
241,'EXN-119','SECADOR DE CABELO 110/220 W REF:EXN-119','40,00','60,00','19/06/2012 09:34:34','06/03/2013 11:49:16','N'
219,'ZL-022A','COPO PLASTICO COLORIDO EUROSUN  REF:ZL-022A','35,00','55,00','12/06/2012 12:02:03','06/03/2013 11:30:55','N'
242,'EDX-110','LUZ DE EMERGENCIA AUTOMAT.REF:EDX-110','40,00','60,00','19/06/2012 09:37:19','06/03/2013 11:41:23','N'
220,'YJ-705','LANTERNA 15 LED EUROSUN  REF:YJ-705','35,00','55,00','12/06/2012 12:08:13','06/03/2013 11:39:48','N'
243,'LB-288','TIRA BOLINHA REF:LB-288','40,00','60,00','19/06/2012 09:39:58','06/03/2013 11:23:50','N'
221,'EDX-151','COPO DE PLASTICO EUROSUN  REF:EDX-151','35,00','55,00','12/06/2012 12:12:01','06/03/2013 11:14:16','N'
244,3205,'RELOGIO COLORIDO GRD. REF:3201','40,00','60,00','19/06/2012 09:42:36','06/03/2013 11:44:50','N'
222,'EDX-144','GARRAFA TERMICA EUROSUN  REF:EDX-144','35,00','55,00','12/06/2012 12:23:16','06/03/2013 11:14:50','N'
245,'TEEM-2902','ANTENA DE TV REF:TEEM-2902','40,00','60,00','19/06/2012 09:45:05','06/03/2013 11:24:14','N'
223,'EV-3000','BRICK GAME C/RELOGIO EUROSUN  REF:EV-3000','35,00','35,00','12/06/2012 12:27:32','07/02/2013 01:15:08','N'
224,'LA-610','LANTERNA ULRA LED EUROSUN  REF:LA-610','35,00','55,00','12/06/2012 12:31:56','06/03/2013 11:18:34','N'
246,'TEEM-2901','ANTENA DE TV REF:TEEM-2901','40,00','60,00','19/06/2012 09:46:33','06/03/2013 11:24:03','N'
225,'LA-959','LANTERNA 12 LED EUROSUN  REF:LA-959','35,00','55,00','12/06/2012 12:35:23','06/03/2013 11:15:57','N'
1208,99318,'JOGO DE BANH. PORCELANA 99318','40,00','60,00','03/12/2012 14:52:17','06/03/2013 14:21:36','N'
226,'LA-811','LANTERNA EXTRA LED EUROSUN  REF:LA-811','35,00','55,00','12/06/2012 15:09:43','06/03/2013 11:17:50','N'
247,'PMF-993','ANTENA UNIV. TV INTERNA REF:PMF-993','40,00','60,00','19/06/2012 09:49:14','06/03/2013 11:24:29','N'
250,'CNN-30','LANTERNA LIVSTAR REF:CNN-30','40,00','60,00','19/06/2012 09:58:19','06/03/2013 11:40:57','N'
248,,'POLISTATION','40,00','40,00','19/06/2012 09:53:15','07/02/2013 01:15:08','N'
249,'CORINGA','BARALHO PLASTICO CORINGA C/ 06PÇS','40,00','60,00','19/06/2012 09:55:39','06/03/2013 11:24:49','N'
251,7507,'BOLA DE BASQUETE EMBORRAC. TAM.7´´ REF:7507','40,00','60,00','19/06/2012 10:02:56','06/03/2013 11:29:06','N'
227,'YJ-3190','LANTERNA EUROSUN YJ-3190','35,00','55,00','12/06/2012 15:16:41','06/03/2013 11:40:02','N'
252,'NOTE PAD','BASE C/VENTILADOR P/ NOTEBOOK REF:NOTE PAD','40,00','60,00','19/06/2012 10:06:45','06/03/2013 11:25:02','N'
254,'22222-A','PISTOLA DE BOLINHA DE SABAO REF:22222-A','40,00','60,00','19/06/2012 10:27:52','06/03/2013 11:41:40','N'
228,'YF-8850','LANTERNA EUROSUN  REF:YF-8850','35,00','55,00','12/06/2012 15:20:15','06/03/2013 11:17:35','N'
253,,'COLA INST.MULTIUSO CART.C/12','40,00','60,00','19/06/2012 10:09:45','06/03/2013 11:30:45','N'
229,'EDX-167','LANTERNA 5 LED EUROSUN  REF:EDX-167','35,00','55,00','12/06/2012 15:22:50','06/03/2013 11:16:28','N'
255,'EDX-176','BATERIA 200W REF:EDX-176','40,00','60,00','19/06/2012 10:30:03','06/03/2013 11:27:56','N'
230,'JL-1006','FERRAM. MANUAL   REF:JL-1006','35,00','55,00','12/06/2012 15:27:37','06/03/2013 11:23:07','N'
231,'EDX-131','ANTENA PARA CARRO REF:EDX-131','35,00','55,00','12/06/2012 15:33:23','06/03/2013 11:11:42','N'
232,'EDX-105','BATEDEIRA EUROSUR  REF:EDX-105','39,80','59,00','12/06/2012 15:40:18','06/03/2013 11:13:06','N'
233,'YD-800D3','PROCESSADOR DE LEGUMES REF:YD-800D3','-58,78','35,00','12/06/2012 15:56:19','07/02/2013 01:15:08','N'
234,'PY-2116-ST-843V','KIT TERMICO REF:PY-2116-ST-843V','35,00','55,00','12/06/2012 16:00:55','06/03/2013 11:15:34','N'
235,'EDX-192','LUZ DE EMERGENCIA REF:EDX-192','35,00','55,00','12/06/2012 16:05:10','06/03/2013 11:19:45','N'
256,'EDX-175','TRANSFORMADOR BATERIA 100W REF:EDX-175','40,00','60,00','19/06/2012 10:31:41','06/03/2013 11:53:08','N'
236,'NRC-1801','PANELA 1.8 LTRS. REF:NRC-1801 P','35,00','55,00','12/06/2012 16:15:18','06/03/2013 11:20:33','N'
257,'DYM-29','CAIXA DE SOM DE MUSICA REF:DYM-29','40,00','60,00','19/06/2012 10:33:57','06/03/2013 11:30:11','N'
258,'KM-1035','JOGO FERRAM. 03 PÇS CHAVE TESTE KAMASA  REF:KM-1035','40,00','60,00','19/06/2012 10:36:35','06/03/2013 11:31:35','N'
237,'NCR-1801- M','PANELA 2.2 LTRS. REF:NRC-1801-M','35,00','55,00','12/06/2012 17:05:35','06/03/2013 11:20:48','N'
259,'EUV-1011','CAIXA DE SOM  USB/MEMOR. EUROVOLTZ REF:EUV-1011','40,00','60,00','19/06/2012 10:41:04','06/03/2013 11:22:33','N'
238,'NRC-1801-G','PANELA  2.8 LITROS REF:NRC-1801-G','40,00','60,00','12/06/2012 17:08:34','06/03/2013 11:20:05','N'
260,'SL-63-HP','LAMPADA ECON. 15 W. REF:SL-63-HP','40,00','60,00','19/06/2012 10:44:22','06/03/2013 11:38:20','N'
261,'GF-600','CARREGADOR DE CELULAR REF:GF-600','40,00','40,00','19/06/2012 10:50:27','07/02/2013 01:15:08','S'
262,'SE-T230','CARREGADOR DE CELULAR REF:SE-T230','40,00','40,00','19/06/2012 10:51:11','07/02/2013 01:15:08','S'
239,'WCD-009MP3','BOOMBOX REF.WCD-009MP3','35,00','55,00','12/06/2012 17:22:27','06/03/2013 11:13:36','N'
263,'SE-W800','CARREGADOR DE CELULAR REF:SE-W800','40,00','40,00','19/06/2012 10:52:13','07/02/2013 01:15:08','S'
264,'L-7020','CARREGADOR DE CELULAR REF:L-7020','40,00','40,00','19/06/2012 10:53:23','07/02/2013 01:15:08','S'
265,'SE-T28','CARREGADOR DE CELULAR REF:SE-T28','40,00','40,00','19/06/2012 10:54:19','07/02/2013 01:15:08','S'
266,'LKG-800','CARREGADOR DE CELULAR REF:LKG-800','40,00','40,00','19/06/2012 10:55:07','07/02/2013 01:15:08','S'
267,'NK-6101','CARREGADOR DE CELULAR REF:NK-6101','40,00','40,00','19/06/2012 10:56:04','07/02/2013 01:15:08','S'
268,'MT-F3','CARREGADOR DE CELULAR REF:MT-F3','40,00','40,00','19/06/2012 10:57:07','07/02/2013 01:15:08','S'
269,'W800/K750','CARREGADOR DE CELULAR REF:W800/K750','40,00','40,00','19/06/2012 11:04:13','07/02/2013 01:15:08','S'
270,'MOT-V3','CARREGADOR DE CELULAR REF:MOT-V3','40,00','40,00','19/06/2012 11:06:13','07/02/2013 01:15:08','S'
271,'CHOC./ SAFIRA','CARREGADOR DE CELULAR REF:CHOC./ SAFIRA','40,00','40,00','19/06/2012 11:23:07','07/02/2013 01:15:08','S'
967,60001,'ARARA DE PELUCIA 23CM REF:60001','40,00','60,00','08/10/2012 11:30:23','07/03/2013 09:48:40','N'
275,'SE-C55','CARREGADOR DE CELULAR REF:SE-C55','40,00','40,00','25/06/2012 15:58:10','07/02/2013 01:15:08','S'
272,'CHOCOLATE','CARREGADOR DE CEL. DE CARRO REF:CHOCOLATE','40,00','40,00','19/06/2012 11:26:11','07/02/2013 01:15:08','S'
929,'AMD9217','PETISQUEIRA BRANCA 4 PÇS. REF:AMD9217','35,00','55,00','25/09/2012 14:39:17','07/03/2013 11:02:39','N'
276,'JA-199','LAMPADA DE EMERGENCIA 19 LED  REF-JA-199','35,00','55,00','08/08/2012 15:51:58','06/03/2013 11:37:38','N'
273,'TRAVEL CHARGER','CARREGADOR DE CELULAR DIVERSOS REF:TRAVEL CHARGER','40,00','60,00','19/06/2012 11:30:18','06/03/2013 11:30:30','N'
277,909,'CHAPEU SINTETICO DIVERSOS MODELOS REF:909','32,67','52,67','14/08/2012 11:07:43','06/03/2013 12:05:29','N'
274,'SAFIRA/KG800','CARREGADOR DE CELULAR REF:SAFIRA/KG800','40,00','40,00','19/06/2012 11:32:23','07/02/2013 01:15:08','S'
278,,'PULSEIRAS DIVERSAS','250,00','250,00','14/08/2012 11:16:26','07/02/2013 01:15:08','N'
279,'PEROLA','COLAR  REF:PEROLA','40,00','55,00','14/08/2012 11:18:58','28/02/2013 11:14:32','N'
280,,'COLAR','35,00','35,00','14/08/2012 11:21:46','07/02/2013 01:15:08','N'
281,,'COLAR DE PEROLA','35,00','35,00','14/08/2012 11:27:18','07/02/2013 01:15:08','N'
282,,'BRINCOS DE PEDRAS DIV. MOD. COD.200001','33,33','33,33','14/08/2012 11:30:13','07/02/2013 01:15:08','N'
283,'DUZIA','PULSEIRA INDIANA REF:DUZIA','133,33','133,33','14/08/2012 11:32:02','07/02/2013 01:15:08','N'
930,'AMD9221','PETISQUEIRA PORCEL. REF:AMD9221','35,00','55,00','25/09/2012 14:40:34','07/03/2013 11:03:13','N'
284,,'SKATE RADICAL','59,96','79,96','14/08/2012 11:49:31','06/03/2013 12:43:21','N'
285,2030,'PORTA JOIA REF:CD00009','47,06','67,06','14/08/2012 12:00:14','06/03/2013 12:41:47','N'
286,239,'KIT ESTOJO PINÇA E ESPELHO REF:239','35,00','55,00','14/08/2012 12:10:34','06/03/2013 12:15:36','N'
287,'CARTELA','MINI PIRANHA C/ 12 REF:CARTELA','40,00','40,00','14/08/2012 12:13:43','07/02/2013 01:15:08','N'
288,'DUZIA','GRAMPOS DE CABELO  STRASS REF:DUZIA','35,00','35,00','14/08/2012 12:17:11','07/02/2013 01:15:08','S'
289,,'TIC TAC CARTELA C/ 06 UNID','35,00','35,00','14/08/2012 12:19:25','07/02/2013 01:15:08','N'
290,,'GRAMPOS CART. C/ 06','35,00','35,00','14/08/2012 12:21:33','07/02/2013 01:15:08','N'
291,,'TIC TAC BIJUTERIA  PEQ. CART. C/12','40,00','55,00','14/08/2012 12:23:23','28/02/2013 17:59:01','N'
292,'UNID.','COLAR INFANTIL','98,67','98,67','14/08/2012 12:24:41','07/02/2013 01:15:08','N'
293,'DUZIA','MINI PIRANHA C/CORRENTE DUZIA','96,00','96,00','14/08/2012 12:26:23','07/02/2013 01:15:08','N'
294,,'TIC TAC CART. C/12','35,00','35,00','14/08/2012 12:29:18','07/02/2013 01:15:08','S'
295,'DUZIA','TIC TAC   C/ FLOR STRASS','42,86','55,00','14/08/2012 12:30:44','28/02/2013 18:05:46','N'
296,,'PRESILIA PLASTICA','40,00','40,00','14/08/2012 12:33:03','07/02/2013 01:15:08','S'
297,,'PRESILHAS  PLASTICAS P/CABELO','296,00','296,00','14/08/2012 12:35:07','07/02/2013 01:15:08','N'
298,,'PRES. PLAST. P/CABELO','40,00','40,00','14/08/2012 12:36:15','07/02/2013 01:15:08','N'
326,6811,'TENSOR P/ ATIVIDADE FISICA REF:6811C/02 PÇS.','40,00','40,00','14/08/2012 16:21:01','07/02/2013 01:15:08','S'
347,3051,'ALBUM P/ FOTO MOD. DIVERSOS REF:3051-8276','36,60','36,60','16/08/2012 14:44:29','07/02/2013 01:15:08','S'
327,6803,'TENSOR PARA ATIVIDADE FISICA REF:6803 C/ 02 PÇS','40,00','40,00','14/08/2012 16:23:46','07/02/2013 01:15:08','S'
371,,'QUEBRA CABEÇAREF:','35,00','35,00','20/08/2012 17:14:43','07/02/2013 01:15:08','N'
328,6813,'TENSOR PARA ATIVIDADE FISICA REF:6813 C/02 PÇS','40,00','40,00','14/08/2012 16:25:53','07/02/2013 01:15:08','S'
348,3051,'ALBUM P/ FOTO REF:3051-P2205-03','36,60','36,60','16/08/2012 14:47:09','07/02/2013 01:15:08','S'
329,6809,'TENSOR PARA ATIVIDADE FISICA REF:6809 C/02PÇS','40,00','40,00','14/08/2012 16:27:55','07/02/2013 01:15:08','S'
330,6602,'TENSOR PARA ATIVIDADE FISICA REF:6602 C/02 PÇS.','40,00','40,00','14/08/2012 16:29:33','07/02/2013 01:15:08','S'
349,3051,'ALBUM P/FOTO REF:3051-0303-4','36,60','36,60','16/08/2012 14:50:44','07/02/2013 01:15:08','S'
331,,'PIRANHA QUE MUDA DE COR C/12','35,00','35,00','14/08/2012 16:53:31','07/02/2013 01:15:08','N'
332,'DUZIA','TIARAS DIVERSAS','0,00','0,00','14/08/2012 16:57:35','07/02/2013 01:15:08','N'
333,,'TIC TAC BIJUTERIA  CART. C/06','35,00','35,00','14/08/2012 17:00:35','07/02/2013 01:15:08','N'
334,,'BRINCO PEROLA PEQ. UNID.','35,00','35,00','14/08/2012 17:04:06','07/02/2013 01:15:08','S'
335,,'PULSEIRA DE PEROLA  UNIDADE','35,00','35,00','14/08/2012 17:11:52','07/02/2013 01:15:08','N'
336,,'PULSEIRA BORRACHA','35,00','35,00','14/08/2012 17:18:33','07/02/2013 01:15:08','N'
337,104,'PIRANHA MINI C/ FITA C/12','35,00','35,00','14/08/2012 18:23:31','07/02/2013 01:15:08','S'
350,3051,'ALBUM P/FOTO REF:3051-D1533','36,60','36,60','16/08/2012 14:52:59','07/02/2013 01:15:08','S'
351,3051,'ALBUM P/ FOTO REF:3051-PAA95048','34,12','34,12','16/08/2012 15:02:09','07/02/2013 01:15:08','S'
299,,'PRESILIHAS PLASTICAS P/CABELO  C/6','100,00','100,00','14/08/2012 12:40:05','07/02/2013 01:15:08','N'
300,,'PRESILHAS PLASTICA P/CABELO  C/10','99,33','99,33','14/08/2012 14:47:14','07/02/2013 01:15:08','N'
301,411,'BOLSINHAS DE PELUCIA REF:411','35,00','35,00','14/08/2012 14:56:07','07/02/2013 01:15:08','N'
302,'10871-4','SACOLA BOLSA DE BOLA REF:10871-4','35,00','35,00','14/08/2012 14:58:57','07/02/2013 01:15:08','N'
303,'ANS-107','FONE DE OUVIDO  DIGITAL REF:ANS-107','35,00','55,00','14/08/2012 15:01:53','06/03/2013 12:15:08','N'
304,'Y568P10','RELOGIO DE PAREDE REF:Y568P10','35,00','35,00','14/08/2012 15:05:25','07/02/2013 01:15:08','N'
352,3051,'ALBUM PARA FOTOS REF:3051-J5141','34,12','34,12','16/08/2012 15:04:27','07/02/2013 01:15:08','S'
305,'Y 568P10 E501','RELOGIO DE PAREDE REF:E501','35,00','35,00','14/08/2012 15:08:34','07/02/2013 01:15:08','S'
353,3051,'ALBUM PARA FOTO REF:3051-1440-90','34,12','34,12','16/08/2012 15:06:35','07/02/2013 01:15:08','S'
306,'Y 568P10 6861-1','RELOGIO DE PAREDE REF:6861-1','35,00','35,00','14/08/2012 15:10:05','07/02/2013 01:15:08','S'
307,'BC61','LIXA POLIDORA DUPLA FACE MUNDIAL REF:BC61','32,00','52,00','14/08/2012 15:17:26','06/03/2013 12:35:47','N'
354,3051,'ALBUM PARA FOTO REF:3051-P0252','34,12','34,12','16/08/2012 15:12:23','07/02/2013 01:15:08','S'
308,'5 1/2´´ F100','CHAVE FENDA TESTE  REF:5 1/2´´ F100','35,00','35,00','14/08/2012 15:23:58','07/02/2013 01:15:08','N'
309,'HX-998','ESTILETE REF:HX-998','35,00','55,00','14/08/2012 15:26:07','06/03/2013 12:13:10','N'
310,'RF-805','PINÇA C/ LUZ REF:RF-805','50,00','50,00','14/08/2012 15:27:26','07/02/2013 01:15:08','N'
311,,'CABO P/ COMPUTADOR 2M','35,00','35,00','14/08/2012 15:29:05','07/02/2013 01:15:08','N'
312,,'CORTADOR DE UNHA COLORIDO','40,00','60,00','14/08/2012 15:30:34','06/03/2013 12:10:42','N'
313,,'CABO USB','35,00','55,00','14/08/2012 15:32:03','06/03/2013 12:02:26','N'
314,,'BOLSA','13,27','13,27','14/08/2012 15:34:24','06/03/2013 11:57:40','S'
338,'BORRACHA','PULSEIRAS BORRACHA','35,00','35,00','15/08/2012 09:40:37','07/02/2013 01:15:08','S'
315,,'BOLSA','98,00','98,00','14/08/2012 15:35:54','07/02/2013 01:15:08','N'
316,,'BRINCOS DE METAL','59,68','59,68','14/08/2012 15:43:43','07/02/2013 01:15:08','S'
931,'AMD9257','PETISQUEIRA BRANCA REF:AMD9257','35,00','55,00','25/09/2012 14:41:26','07/03/2013 11:02:46','N'
372,'EDX-186','CARREGADOR DE PILHA C/PILHA REF:EDX-186','35,00','55,00','24/08/2012 10:09:03','06/03/2013 12:03:05','N'
317,'PEDRAS','BRINCO DE METAL/PEDRAS','35,00','35,00','14/08/2012 15:44:36','07/02/2013 01:15:08','S'
318,,'BRINCO DE METAL','35,00','35,00','14/08/2012 15:45:36','07/02/2013 01:15:08','S'
319,,'BRINCOS DE METAL','35,00','35,00','14/08/2012 15:51:58','07/02/2013 01:15:08','S'
320,'DEZ','BICO DE PATO MINI NA CARTELA REF:DEZ','35,00','35,00','14/08/2012 15:53:18','07/02/2013 01:15:08','N'
321,'DUZIA','RABICO REF:DUZIA','35,00','35,00','14/08/2012 15:54:25','07/02/2013 01:15:08','S'
322,,'RABICO FLOR','40,00','40,00','14/08/2012 15:55:12','07/02/2013 01:15:08','N'
373,'EDX-148','LUZ DE EMERGENCIA REF:EDX-148','35,00','55,00','24/08/2012 10:29:58','06/03/2013 12:36:35','N'
323,'INFANTIL','PULSEIRA TUBO C/ 25PÇS REF:INFANTIL','35,00','35,00','14/08/2012 16:04:15','07/02/2013 01:15:08','S'
324,6605,'TENSOR P/ ATIVIDADE FISICA REF:6605 COM 02 PÇS','66,00','86,00','14/08/2012 16:12:05','06/03/2013 12:43:50','N'
325,6805,'TENSOR P/ATIVIDADE FISICA REF:6805 C/ 02 PÇS.','40,00','40,00','14/08/2012 16:18:12','07/02/2013 01:15:08','S'
355,3051,'ALBUM PARA FOTO REF:3051-6304','35,30','35,30','16/08/2012 15:17:05','07/02/2013 01:15:08','S'
339,'PEROLA','PULSEIRAS REF:PEROLA','40,00','40,00','15/08/2012 09:41:19','07/02/2013 01:15:08','N'
340,'DUZIA','PIRANHA PLAST.  PEQ. C/ 12','40,00','40,00','15/08/2012 09:43:44','07/02/2013 01:15:08','N'
341,,'BRINCO REF:UNID.','35,00','35,00','15/08/2012 09:45:29','07/02/2013 01:15:08','S'
342,,'BRINCO COD.200002','33,33','33,33','15/08/2012 09:46:29','07/02/2013 01:15:08','S'
343,,'BRINCO DE PEROLA UNID.','40,00','40,00','15/08/2012 09:47:26','07/02/2013 01:15:08','N'
344,'PEROLA','BRINCO DE PEROLA PEQ.','33,33','33,33','15/08/2012 09:48:43','07/02/2013 01:15:08','S'
374,'EDX-146','LANTERNA REF:EDX-146','35,00','55,00','24/08/2012 10:36:05','06/03/2013 12:19:23','N'
356,3051,'ALBUM PARA FOTO REF:3051-8273','34,12','34,12','16/08/2012 15:23:10','07/02/2013 01:15:08','S'
357,3051,'ALBUM PARA FOTO REF:3051-6040','36,60','36,60','16/08/2012 15:27:47','07/02/2013 01:15:08','S'
345,'HB-26744','MINI PIRANHA C/12','40,00','55,00','15/08/2012 11:16:07','01/03/2013 10:58:41','N'
346,,'MINI PIRANHA PLAST. PEQ.','35,00','35,00','15/08/2012 11:35:12','07/02/2013 01:15:08','S'
358,3051,'ALBUM PARA FOTO REF:3051-JT063','35,30','35,30','16/08/2012 15:30:39','07/02/2013 01:15:08','S'
359,3051,'ALBUM PARA FOTO REF:3051-JT058','35,30','35,30','16/08/2012 15:32:59','07/02/2013 01:15:08','S'
360,3051,'ALBUM PARA FOTO REF:3051-JT060','35,30','35,30','16/08/2012 15:36:10','07/02/2013 01:15:08','S'
361,3051,'ALBUM PARA FOTO REF:3051-5301','35,30','35,30','16/08/2012 15:38:11','07/02/2013 01:15:08','S'
362,3051,'ALBUM PARA FOTO REF:3051-ST-04-402','35,30','35,30','16/08/2012 15:41:21','07/02/2013 01:15:08','S'
363,300007,'ALBUM PARA FOTO 30007','27,29','47,29','16/08/2012 15:50:25','06/03/2013 11:55:43','N'
364,40004,'ALBUM PARA FOTO 40004','34,12','54,12','16/08/2012 15:53:06','06/03/2013 11:56:01','N'
365,3051,'ALBUM PARA FOTO REF:3051','35,30','35,30','16/08/2012 16:07:07','07/02/2013 01:15:08','S'
375,'JZ-1999','LAMPADA REF:JZ-1999','35,00','55,00','24/08/2012 10:53:12','06/03/2013 11:38:42','N'
366,3051,'ALBUM PARA FOTO REF:3051','34,12','34,12','16/08/2012 16:09:26','07/02/2013 01:15:08','S'
377,9020001,'MEIA CALÇA CLASSICA C/ 06 PÇS.  REF:9020.001','35,00','55,00','27/08/2012 17:22:31','06/03/2013 12:54:04','N'
376,'SJ-1578-B','LAMPADA DE EMERGENCIA 21 LED REF:SJ-1578-B','35,00','55,00','24/08/2012 13:50:19','06/03/2013 11:37:59','N'
367,70005,'ALBUM PARA FOTO 70005/ 103888','35,30','55,30','16/08/2012 16:27:45','06/03/2013 11:56:19','N'
378,9040001,'MEIA 3/4 TAM. UNICO C/12  FEMININA REF.9040.001','35,00','55,00','27/08/2012 17:25:04','06/03/2013 12:53:52','N'
368,3051,'ALBUM PARA FOTO REF:3051-PAA95046','35,30','35,30','16/08/2012 16:30:13','07/02/2013 01:15:08','S'
379,'9870-001','MEIA SOQUETE FEMININA REF:9870-001','35,00','55,00','27/08/2012 17:27:49','06/03/2013 12:54:18','N'
369,3051,'ALBUM PARA FOTO REF:3051-J5140','36,60','36,60','16/08/2012 17:18:01','07/02/2013 01:15:08','S'
380,'PANO','TECIDO DE ALGODAO CORTADO REF:PANO','35,00','35,00','27/08/2012 17:38:59','07/02/2013 01:15:08','N'
370,3051,'ALBUM PARA FOTO REF:3051-ST-210','35,30','35,30','16/08/2012 17:20:08','07/02/2013 01:15:08','S'
381,'EMI-15-5010','BOLA DE FUTEBOL REF:EMI-15-5010','35,00','55,00','28/08/2012 09:51:29','06/03/2013 12:44:40','N'
382,'EMI11-0013','RELOGIO DE PAREDE DE VIDRO PEQ. REF:EMI11-0013','35,00','55,00','28/08/2012 09:55:57','06/03/2013 12:45:49','N'
383,'EMI-12-0034','PORTA RETRATO DE VIDRO REF:EMI-12-0034','35,00','55,00','28/08/2012 09:59:59','06/03/2013 12:45:22','N'
384,'EMI-110006','RELOGIO DE MESA REF:EMI-110006','35,00','55,00','28/08/2012 10:03:19','06/03/2013 12:45:35','N'
